Date,Cases,Tests,Population,ServiceID
2021-06-16,6318,59963,81977,7
2021-06-17,6323,60048,81977,7
2021-06-18,6325,60072,81977,7
2021-06-19,6327,60100,81977,7
2021-06-20,6328,60145,81977,7
2021-06-21,6329,60172,81977,7
2021-06-22,6329,60211,81977,7
2021-06-23,6332,60253,81977,7
2020-04-11,57,1481,127634,8
2020-04-12,57,1502,127634,8
2020-04-13,57,1534,127634,8
2020-04-14,62,1561,127634,8
2020-04-15,62,1585,127634,8
2020-04-16,62,1625,127634,8
2020-04-17,62,1655,127634,8
2020-04-18,63,1700,127634,8
2020-04-19,63,1741,127634,8
2020-04-20,63,1785,127634,8
2020-04-21,69,1811,127634,8
2020-04-22,70,1870,127634,8
2020-04-23,70,1964,127634,8
2020-04-24,72,2039,127634,8
2020-04-25,72,2106,127634,8
2020-04-26,72,2159,127634,8
2020-04-27,73,2227,127634,8
2020-04-28,78,2303,127634,8
2020-04-29,80,2397,127634,8
2020-04-30,80,2456,127634,8
2020-05-01,80,2545,127634,8
2020-05-02,81,2590,127634,8
2020-05-03,82,2646,127634,8
2020-05-04,87,2731,127634,8
2020-05-05,87,2815,127634,8
2020-05-06,93,2894,127634,8
2020-05-07,93,2985,127634,8
2020-05-08,94,3057,127634,8
2020-05-09,94,3142,127634,8
2020-05-10,95,3224,127634,8
2020-05-11,96,3304,127634,8
2020-05-12,97,3391,127634,8
2020-05-13,97,3475,127634,8
2020-05-14,97,3585,127634,8
2020-05-15,98,3854,127634,8
2020-05-16,99,3974,127634,8
2020-05-17,100,4118,127634,8
2020-05-18,101,4183,127634,8
2020-05-19,101,4277,127634,8
2020-05-20,110,4434,127634,8
2020-05-21,111,4763,127634,8
2020-05-22,117,5066,127634,8
2020-05-23,122,5429,127634,8
2020-05-24,122,5512,127634,8
2020-05-25,124,5683,127634,8
2020-05-26,126,5932,127634,8
2020-05-27,135,6141,127634,8
2020-05-28,138,6372,127634,8
2020-05-29,141,6685,127634,8
2020-05-30,143,6862,127634,8
2020-05-31,146,7061,127634,8
2020-06-01,146,7107,127634,8
2020-06-02,147,7261,127634,8
2020-06-03,154,7530,127634,8
2020-06-04,158,7899,127634,8
2020-06-05,161,8191,127634,8
2020-06-06,162,8337,127634,8
2020-06-07,170,8432,127634,8
2020-06-08,175,8621,127634,8
2020-06-09,177,8992,127634,8
2020-06-10,178,9309,127634,8
2020-06-11,180,9425,127634,8
2020-06-12,184,9744,127634,8
2020-06-13,185,9979,127634,8
2020-06-14,189,10124,127634,8
2020-06-15,190,10218,127634,8
2020-06-16,192,10745,127634,8
2020-06-17,197,11000,127634,8
2020-06-18,199,11305,127634,8
2020-06-19,207,11625,127634,8
2020-06-20,213,11825,127634,8
2020-06-21,217,11871,127634,8
2020-06-22,228,12031,127634,8
2020-06-23,243,12484,127634,8
2020-06-24,264,12771,127634,8
2020-06-25,277,13188,127634,8
2020-06-26,301,13498,127634,8
2020-06-27,313,13680,127634,8
2020-06-28,324,13692,127634,8
2020-06-29,338,13737,127634,8
2020-06-30,376,14053,127634,8
2020-07-01,397,14305,127634,8
2020-07-02,415,15186,127634,8
2020-07-03,431,15718,127634,8
2020-07-04,457,15926,127634,8
2020-07-05,474,15947,127634,8
2020-07-06,500,16121,127634,8
2020-07-07,523,16674,127634,8
2020-07-08,540,17174,127634,8
2020-07-09,551,17985,127634,8
2020-07-10,577,18544,127634,8
2020-07-11,604,18814,127634,8
2020-07-12,632,18997,127634,8
2020-07-13,643,19111,127634,8
2020-07-14,671,19744,127634,8
2020-07-15,695,20225,127634,8
2020-07-16,704,20807,127634,8
2020-07-17,716,21327,127634,8
2020-07-18,727,21494,127634,8
2020-07-19,743,21694,127634,8
2020-07-20,755,21785,127634,8
2020-07-21,768,22169,127634,8
2020-07-22,784,22685,127634,8
2020-07-23,793,23097,127634,8
2020-07-24,803,23742,127634,8
2020-07-25,817,24222,127634,8
2020-07-26,822,24459,127634,8
2020-07-27,842,24570,127634,8
2020-07-28,849,25210,127634,8
2020-07-29,860,25751,127634,8
2020-07-30,872,26424,127634,8
2020-07-31,892,26833,127634,8
2020-08-01,896,27252,127634,8
2020-08-02,915,27612,127634,8
2020-08-03,921,27821,127634,8
2020-08-04,928,28402,127634,8
2020-08-05,954,29127,127634,8
2020-08-06,964,29698,127634,8
2020-08-07,987,30111,127634,8
2020-08-08,1002,30415,127634,8
2020-08-09,1008,30698,127634,8
2020-08-10,1015,31130,127634,8
2020-08-11,1023,31570,127634,8
2020-08-12,1031,31945,127634,8
2020-08-13,1036,32387,127634,8
2020-08-14,1053,32581,127634,8
2020-08-15,1057,32865,127634,8
2020-08-16,1068,32935,127634,8
2020-08-17,1072,33164,127634,8
2020-08-18,1077,33582,127634,8
2020-08-19,1082,34065,127634,8
2020-08-20,1087,34361,127634,8
2020-08-21,1097,34661,127634,8
2020-08-22,1106,34851,127634,8
2020-08-23,1111,35072,127634,8
2020-08-24,1116,35261,127634,8
2020-08-25,1123,35643,127634,8
2020-08-26,1131,35977,127634,8
2020-08-27,1140,36471,127634,8
2020-08-28,1144,36710,127634,8
2020-08-29,1159,37077,127634,8
2020-08-30,1165,37286,127634,8
2020-08-31,1165,37552,127634,8
2020-09-01,1190,37847,127634,8
2020-09-02,1203,38156,127634,8
2020-09-03,1219,38422,127634,8
2020-09-04,1248,38630,127634,8
2020-09-05,1265,38829,127634,8
2020-09-06,1298,39127,127634,8
2020-09-07,1315,39394,127634,8
2020-09-08,1338,39447,127634,8
2020-09-09,1346,39713,127634,8
2020-09-10,1421,39975,127634,8
2020-09-11,1472,40103,127634,8
2020-09-12,1503,40278,127634,8
2020-09-13,1537,40528,127634,8
2020-09-14,1568,40629,127634,8
2020-09-15,1585,40934,127634,8
2020-09-16,1607,41262,127634,8
2020-09-17,1668,42159,127634,8
2020-09-18,1723,42833,127634,8
2020-09-19,1763,43512,127634,8
2020-09-20,1802,43905,127634,8
2020-09-21,1821,44177,127634,8
2020-09-22,1845,44991,127634,8
2020-09-23,1873,45365,127634,8
2020-09-24,1915,45678,127634,8
2020-09-25,1935,46066,127634,8
2020-09-26,1971,46262,127634,8
2020-09-27,1993,46418,127634,8
2020-09-28,2019,46605,127634,8
2020-09-29,2045,46891,127634,8
2020-09-30,2058,47172,127634,8
2020-10-01,2091,47562,127634,8
2020-10-02,2110,47828,127634,8
2020-10-03,2128,48043,127634,8
2020-10-04,2154,48094,127634,8
2020-10-05,2170,48210,127634,8
2020-10-06,2212,48607,127634,8
2020-10-07,2224,48970,127634,8
2020-10-08,2256,49377,127634,8
2020-10-09,2291,49810,127634,8
2020-10-10,2331,50060,127634,8
2020-10-11,2371,50119,127634,8
2020-10-12,2398,50261,127634,8
2020-10-13,2419,50533,127634,8
2020-10-14,2454,50808,127634,8
2020-10-15,2494,51143,127634,8
2020-10-16,2532,51518,127634,8
2020-10-17,2532,51518,127634,8
2020-10-18,2564,53745,127634,8
2020-10-19,2564,54706,127634,8
2020-10-20,2629,54928,127634,8
2020-10-21,2684,55099,127634,8
2020-10-22,2714,55427,127634,8
2020-10-23,2760,55777,127634,8
2020-10-24,2809,56152,127634,8
2020-10-25,2872,56500,127634,8
2020-10-26,2911,56829,127634,8
2020-10-27,2981,57184,127634,8
2020-10-28,3075,57409,127634,8
2020-10-29,3115,57586,127634,8
2020-10-30,3207,57969,127634,8
2020-10-31,3294,58429,127634,8
2020-11-01,3337,58841,127634,8
2020-11-02,3383,59056,127634,8
2020-11-03,3522,59563,127634,8
2020-11-04,3573,59864,127634,8
2020-11-05,3660,60154,127634,8
2020-11-06,3774,60535,127634,8
2020-11-07,3873,60949,127634,8
2020-11-08,3923,61195,127634,8
2020-11-09,3984,61481,127634,8
2020-11-10,4118,61962,127634,8
2020-11-11,4214,62350,127634,8
2020-11-12,4380,62724,127634,8
2020-11-13,4464,63001,127634,8
2020-11-14,4539,63586,127634,8
2020-11-15,4624,63984,127634,8
2020-11-16,4747,64206,127634,8
2020-11-17,4883,64698,127634,8
2020-11-18,5002,65209,127634,8
2020-11-19,5108,65570,127634,8
2020-11-20,5226,66116,127634,8
2020-11-21,5288,66438,127634,8
2020-11-22,5337,66821,127634,8
2020-11-23,5372,67159,127634,8
2020-11-24,5545,67700,127634,8
2020-11-25,5611,67952,127634,8
2020-11-26,5698,68317,127634,8
2020-11-27,5710,68557,127634,8
2020-11-28,5798,68723,127634,8
2020-11-29,5872,69016,127634,8
2020-11-30,5948,69268,127634,8
2020-12-01,5974,69358,127634,8
2020-12-02,6029,69490,127634,8
2020-12-03,6105,69741,127634,8
2020-12-04,6167,70002,127634,8
2020-12-05,6214,70199,127634,8
2020-12-06,6241,70465,127634,8
2020-12-07,6290,70670,127634,8
2020-12-08,6315,70775,127634,8
2020-12-09,6363,70967,127634,8
2020-12-10,6410,71214,127634,8
2020-12-11,6450,71448,127634,8
2020-12-12,6495,71691,127634,8
2020-12-13,6548,72010,127634,8
2020-12-14,6584,72144,127634,8
2020-12-15,6593,72203,127634,8
2020-12-16,6630,72411,127634,8
2020-12-17,6675,72687,127634,8
2020-12-18,6722,72905,127634,8
2020-12-19,6765,73206,127634,8
2020-12-20,6788,73422,127634,8
2020-12-21,6828,73644,127634,8
2020-12-22,6835,73764,127634,8
2020-12-23,6860,73924,127634,8
2020-12-24,6898,74237,127634,8
2020-12-25,6927,74493,127634,8
2020-12-26,6927,74636,127634,8
2020-12-27,6962,74767,127634,8
2020-12-28,6997,74935,127634,8
2020-12-29,7009,75013,127634,8
2020-12-30,7030,75091,127634,8
2020-12-31,7080,75349,127634,8
2021-01-01,7133,75537,127634,8
2021-01-02,7133,75631,127634,8
2021-01-03,7191,75734,127634,8
2021-01-04,7230,75885,127634,8
2021-01-05,7264,76022,127634,8
2021-01-06,7314,76181,127634,8
2021-01-07,7403,76442,127634,8
2021-01-08,7468,76677,127634,8
2021-01-09,7500,76867,127634,8
2021-01-10,7541,77079,127634,8
2021-01-11,7569,77202,127634,8
2021-01-12,7586,77253,127634,8
2021-01-13,7608,77367,127634,8
2021-01-14,7637,77597,127634,8
2021-01-15,7662,77928,127634,8
2021-01-16,7698,78304,127634,8
2021-01-17,7718,78459,127634,8
2021-01-18,7737,78589,127634,8
2021-01-19,7751,78865,127634,8
2021-01-20,7765,79059,127634,8
2021-01-21,7796,79470,127634,8
2021-01-22,7834,79975,127634,8
2021-01-23,7863,80694,127634,8
2021-01-24,7893,81066,127634,8
2021-01-25,7911,81173,127634,8
2021-01-26,7931,81508,127634,8
2021-01-27,7957,81834,127634,8
2021-01-28,8009,82174,127634,8
2021-01-29,8040,82474,127634,8
2021-01-30,8085,82696,127634,8
2021-01-31,8102,82880,127634,8
2021-02-01,8116,82976,127634,8
2021-02-02,8126,83025,127634,8
2021-02-03,8139,83098,127634,8
2021-02-04,8179,83320,127634,8
2021-02-05,8208,83448,127634,8
2021-02-06,8219,83557,127634,8
2021-02-07,8231,83652,127634,8
2021-02-08,8253,83799,127634,8
2021-02-09,8262,83905,127634,8
2021-02-10,8278,84055,127634,8
2021-02-11,8308,84194,127634,8
2021-02-12,8335,84301,127634,8
2021-02-13,8356,84350,127634,8
2021-02-14,8371,84424,127634,8
2021-02-15,8381,84471,127634,8
2021-02-16,8394,84496,127634,8
2021-02-17,8417,84549,127634,8
2021-02-18,8449,84675,127634,8
2021-02-19,8481,84838,127634,8
2021-02-20,8500,84977,127634,8
2021-02-21,8525,85128,127634,8
2021-02-22,8541,85221,127634,8
2021-02-23,8554,85307,127634,8
2021-02-24,8590,85378,127634,8
2021-02-25,8608,85463,127634,8
2021-02-26,8631,85538,127634,8
2021-02-27,8669,85678,127634,8
2021-02-28,8695,85763,127634,8
2021-03-01,8711,85851,127634,8
2021-03-02,8721,85895,127634,8
2021-03-03,8744,85965,127634,8
2021-03-04,8767,86124,127634,8
2021-03-05,8775,86210,127634,8
2021-03-06,8789,86322,127634,8
2021-03-07,8801,86453,127634,8
2021-03-08,8806,86508,127634,8
2021-03-09,8811,86570,127634,8
2021-03-10,8829,86706,127634,8
2021-03-11,8845,86840,127634,8
2021-03-12,8854,86924,127634,8
2021-03-13,8862,87015,127634,8
2021-03-14,8875,87103,127634,8
2021-03-15,8880,87166,127634,8
2021-03-16,8886,87244,127634,8
2021-03-17,8894,87302,127634,8
2021-03-18,8914,87399,127634,8
2021-03-19,8917,87471,127634,8
2021-03-20,8922,87506,127634,8
2021-03-21,8933,87640,127634,8
2021-03-22,8939,87736,127634,8
2021-03-23,8945,87751,127634,8
2021-03-24,8964,87893,127634,8
2021-03-25,8975,88005,127634,8
2021-03-26,8990,88074,127634,8
2021-03-27,9008,88128,127634,8
2021-03-28,9013,88219,127634,8
2021-03-29,9020,88305,127634,8
2021-03-30,9027,88335,127634,8
2021-03-31,9037,88445,127634,8
2021-04-01,9053,88574,127634,8
2021-04-02,9069,88657,127634,8
2021-04-03,9084,88784,127634,8
2021-04-04,9101,88894,127634,8
2021-04-05,9112,89010,127634,8
2021-04-06,9127,89095,127634,8
2021-04-07,9144,89238,127634,8
2021-04-08,9166,89403,127634,8
2021-04-09,9188,89524,127634,8
2021-04-10,9209,89654,127634,8
2021-04-11,9232,89794,127634,8
2021-04-12,9244,89903,127634,8
2021-04-13,9255,89969,127634,8
2021-04-14,9280,90091,127634,8
2021-04-15,9297,90221,127634,8
2021-04-16,9313,90339,127634,8
2021-04-17,9322,90455,127634,8
2021-04-18,9337,90579,127634,8
2021-04-19,9348,90662,127634,8
2021-04-20,9358,90730,127634,8
2021-04-21,9372,90845,127634,8
2021-04-22,9399,91012,127634,8
2021-04-23,9415,91144,127634,8
2021-04-24,9435,91302,127634,8
2021-04-25,9445,91399,127634,8
2021-04-26,9450,91476,127634,8
2021-04-27,9459,91538,127634,8
2021-04-28,9471,91650,127634,8
2021-04-29,9489,91836,127634,8
2021-04-30,9504,92020,127634,8
2021-05-01,9510,92153,127634,8
2021-05-02,9523,92290,127634,8
2021-05-03,9529,92369,127634,8
2021-05-04,9535,92454,127634,8
2021-05-05,9546,92565,127634,8
2021-05-06,9560,92718,127634,8
2021-05-07,9565,92819,127634,8
2021-05-08,9568,92925,127634,8
2021-05-09,9573,93038,127634,8
2021-05-10,9578,93114,127634,8
2021-05-11,9579,93189,127634,8
2021-05-12,9586,93313,127634,8
2021-05-13,9590,93423,127634,8
2021-05-14,9601,93553,127634,8
2021-05-15,9611,93692,127634,8
2021-05-16,9614,93804,127634,8
2021-05-17,9615,93855,127634,8
2021-05-18,9620,93944,127634,8
2021-05-19,9630,94063,127634,8
2021-05-20,9635,94191,127634,8
2021-05-21,9640,94279,127634,8
2021-05-22,9646,94412,127634,8
2021-05-23,9650,94507,127634,8
2021-05-24,9652,94581,127634,8
2021-05-25,9653,94634,127634,8
2021-05-26,9656,94728,127634,8
2021-05-27,9660,94828,127634,8
2021-05-28,9663,94913,127634,8
2021-05-29,9666,94981,127634,8
2021-05-30,9670,95057,127634,8
2021-05-31,9670,95113,127634,8
2021-06-01,9670,95148,127634,8
2021-06-02,9673,95179,127634,8
2021-06-03,9675,95185,127634,8
2021-06-04,9675,95247,127634,8
2021-06-05,9675,95317,127634,8
2021-06-06,9677,95399,127634,8
2021-06-07,9682,95468,127634,8
2021-06-08,9685,95511,127634,8
2021-06-09,9688,95577,127634,8
2021-06-10,9689,95635,127634,8
2021-06-11,9692,95676,127634,8
2021-06-12,9695,95732,127634,8
2021-06-13,9695,95809,127634,8
2021-06-14,9697,95848,127634,8
2021-06-15,9700,95859,127634,8
2021-06-16,9700,95862,127634,8
2021-06-17,9702,95999,127634,8
2021-06-18,9703,96049,127634,8
2021-06-19,9704,96110,127634,8
2021-06-20,9707,96205,127634,8
2021-06-21,9707,96242,127634,8
2021-06-22,9709,96309,127634,8
2021-06-23,9710,96395,127634,8
2020-04-11,49,1505,130799,11
2020-04-12,49,1536,130799,11
2020-04-13,49,1568,130799,11
2020-04-14,54,1605,130799,11
2020-04-15,54,1636,130799,11
2020-04-16,54,1685,130799,11
2020-04-17,54,1723,130799,11
2020-04-18,54,1769,130799,11
2020-04-19,54,1823,130799,11
2020-04-20,60,1882,130799,11
2020-04-21,66,1920,130799,11
2020-04-22,68,1977,130799,11
2020-04-23,68,2079,130799,11
2020-04-24,69,2170,130799,11
2020-04-25,70,2250,130799,11
2020-04-26,75,2323,130799,11
2020-04-27,76,2390,130799,11
2020-04-28,81,2467,130799,11
2020-04-29,82,2574,130799,11
2020-04-30,87,2652,130799,11
2020-05-01,87,2751,130799,11
2020-05-02,88,2807,130799,11
2020-05-03,90,2881,130799,11
2020-05-04,91,2953,130799,11
2020-05-05,92,3063,130799,11
2020-05-06,93,3140,130799,11
2020-05-07,94,3285,130799,11
2020-05-08,95,3357,130799,11
2020-05-09,98,3446,130799,11
2020-05-10,99,3536,130799,11
2020-05-11,100,3617,130799,11
2020-05-12,101,3722,130799,11
2020-05-13,102,3805,130799,11
2020-05-14,102,3930,130799,11
2020-05-15,104,4245,130799,11
2020-05-16,106,4387,130799,11
2020-05-17,115,4530,130799,11
2020-05-18,116,4609,130799,11
2020-05-19,117,4704,130799,11
2020-05-20,127,4891,130799,11
2020-05-21,128,5254,130799,11
2020-05-22,134,5564,130799,11
2020-05-23,135,5965,130799,11
2020-05-24,135,6066,130799,11
2020-05-25,136,6277,130799,11
2020-05-26,145,6775,130799,11
2020-05-27,154,7077,130799,11
2020-05-28,158,7414,130799,11
2020-05-29,169,7774,130799,11
2020-05-30,176,7963,130799,11
2020-05-31,179,8191,130799,11
2020-06-01,180,8252,130799,11
2020-06-02,181,8404,130799,11
2020-06-03,189,8664,130799,11
2020-06-04,192,9077,130799,11
2020-06-05,193,9406,130799,11
2020-06-06,195,9566,130799,11
2020-06-07,203,9660,130799,11
2020-06-08,207,9847,130799,11
2020-06-09,210,10204,130799,11
2020-06-10,214,10486,130799,11
2020-06-11,223,10627,130799,11
2020-06-12,231,10936,130799,11
2020-06-13,234,11158,130799,11
2020-06-14,239,11299,130799,11
2020-06-15,244,11387,130799,11
2020-06-16,248,11854,130799,11
2020-06-17,254,12129,130799,11
2020-06-18,259,12419,130799,11
2020-06-19,266,12698,130799,11
2020-06-20,273,12903,130799,11
2020-06-21,283,12975,130799,11
2020-06-22,294,13134,130799,11
2020-06-23,304,13577,130799,11
2020-06-24,322,13882,130799,11
2020-06-25,332,14295,130799,11
2020-06-26,353,14610,130799,11
2020-06-27,372,14788,130799,11
2020-06-28,395,14811,130799,11
2020-06-29,412,14860,130799,11
2020-06-30,450,15197,130799,11
2020-07-01,472,15487,130799,11
2020-07-02,490,16246,130799,11
2020-07-03,510,16737,130799,11
2020-07-04,530,16920,130799,11
2020-07-05,549,16940,130799,11
2020-07-06,578,17115,130799,11
2020-07-07,590,17670,130799,11
2020-07-08,605,18189,130799,11
2020-07-09,622,19023,130799,11
2020-07-10,635,19579,130799,11
2020-07-11,660,19840,130799,11
2020-07-12,688,20030,130799,11
2020-07-13,710,20129,130799,11
2020-07-14,743,20767,130799,11
2020-07-15,774,21265,130799,11
2020-07-16,791,21877,130799,11
2020-07-17,807,22437,130799,11
2020-07-18,820,22573,130799,11
2020-07-19,834,22741,130799,11
2020-07-20,851,22838,130799,11
2020-07-21,862,23244,130799,11
2020-07-22,877,23758,130799,11
2020-07-23,888,24212,130799,11
2020-07-24,899,24869,130799,11
2020-07-25,911,25339,130799,11
2020-07-26,918,25582,130799,11
2020-07-27,939,25704,130799,11
2020-07-28,953,26391,130799,11
2020-07-29,964,27003,130799,11
2020-07-30,978,27692,130799,11
2020-07-31,1003,28124,130799,11
2020-08-01,1014,28561,130799,11
2020-08-02,1044,28924,130799,11
2020-08-03,1052,29116,130799,11
2020-08-04,1059,29853,130799,11
2020-08-05,1092,30600,130799,11
2020-08-06,1104,31123,130799,11
2020-08-07,1125,31521,130799,11
2020-08-08,1141,31789,130799,11
2020-08-09,1146,32086,130799,11
2020-08-10,1146,32530,130799,11
2020-08-11,1153,32981,130799,11
2020-08-12,1167,33358,130799,11
2020-08-13,1175,33763,130799,11
2020-08-14,1200,33933,130799,11
2020-08-15,1213,34210,130799,11
2020-08-16,1223,34291,130799,11
2020-08-17,1227,34507,130799,11
2020-08-18,1229,34906,130799,11
2020-08-19,1234,35299,130799,11
2020-08-20,1236,35544,130799,11
2020-08-21,1249,35769,130799,11
2020-08-22,1268,35894,130799,11
2020-08-23,1275,36041,130799,11
2020-08-24,1280,36203,130799,11
2020-08-25,1291,36525,130799,11
2020-08-26,1297,36792,130799,11
2020-08-27,1313,37201,130799,11
2020-08-28,1321,37390,130799,11
2020-08-29,1333,37692,130799,11
2020-08-30,1336,37831,130799,11
2020-08-31,1336,38018,130799,11
2020-09-01,1353,38186,130799,11
2020-09-02,1360,38456,130799,11
2020-09-03,1371,38639,130799,11
2020-09-04,1388,38761,130799,11
2020-09-05,1398,38896,130799,11
2020-09-06,1408,39037,130799,11
2020-09-07,1417,39236,130799,11
2020-09-08,1424,39264,130799,11
2020-09-09,1428,39394,130799,11
2020-09-10,1451,39560,130799,11
2020-09-11,1468,39616,130799,11
2020-09-12,1482,39757,130799,11
2020-09-13,1506,39896,130799,11
2020-09-14,1519,39940,130799,11
2020-09-15,1524,40240,130799,11
2020-09-16,1537,40506,130799,11
2020-09-17,1552,41061,130799,11
2020-09-18,1579,41535,130799,11
2020-09-19,1606,41980,130799,11
2020-09-20,1629,42258,130799,11
2020-09-21,1636,42538,130799,11
2020-09-22,1654,43191,130799,11
2020-09-23,1675,43501,130799,11
2020-09-24,1707,43790,130799,11
2020-09-25,1735,44188,130799,11
2020-09-26,1765,44371,130799,11
2020-09-27,1799,44553,130799,11
2020-09-28,1827,44734,130799,11
2020-09-29,1854,45010,130799,11
2020-09-30,1883,45271,130799,11
2020-10-01,1909,45592,130799,11
2020-10-02,1930,45838,130799,11
2020-10-03,1948,46046,130799,11
2020-10-04,1977,46094,130799,11
2020-10-05,1995,46235,130799,11
2020-10-06,2044,46619,130799,11
2020-10-07,2065,46953,130799,11
2020-10-08,2099,47432,130799,11
2020-10-09,2142,47866,130799,11
2020-10-10,2176,48134,130799,11
2020-10-11,2223,48196,130799,11
2020-10-12,2256,48368,130799,11
2020-10-13,2280,48616,130799,11
2020-10-14,2302,48889,130799,11
2020-10-15,2342,49262,130799,11
2020-10-16,2380,49722,130799,11
2020-10-17,2380,49722,130799,11
2020-10-18,2416,51918,130799,11
2020-10-19,2417,52935,130799,11
2020-10-20,2500,53226,130799,11
2020-10-21,2556,53376,130799,11
2020-10-22,2587,53728,130799,11
2020-10-23,2630,54085,130799,11
2020-10-24,2678,54473,130799,11
2020-10-25,2743,54810,130799,11
2020-10-26,2780,55144,130799,11
2020-10-27,2858,55534,130799,11
2020-10-28,2958,55752,130799,11
2020-10-29,3013,55971,130799,11
2020-10-30,3115,56427,130799,11
2020-10-31,3206,56913,130799,11
2020-11-01,3253,57386,130799,11
2020-11-02,3310,57664,130799,11
2020-11-03,3472,58232,130799,11
2020-11-04,3525,58539,130799,11
2020-11-05,3601,58850,130799,11
2020-11-06,3722,59256,130799,11
2020-11-07,3868,59774,130799,11
2020-11-08,3933,60049,130799,11
2020-11-09,4006,60371,130799,11
2020-11-10,4218,61019,130799,11
2020-11-11,4359,61508,130799,11
2020-11-12,4517,61889,130799,11
2020-11-13,4624,62211,130799,11
2020-11-14,4694,62862,130799,11
2020-11-15,4809,63361,130799,11
2020-11-16,4971,63644,130799,11
2020-11-17,5166,64279,130799,11
2020-11-18,5301,64820,130799,11
2020-11-19,5380,65156,130799,11
2020-11-20,5537,65804,130799,11
2020-11-21,5610,66180,130799,11
2020-11-22,5664,66630,130799,11
2020-11-23,5684,67028,130799,11
2020-11-24,5919,67637,130799,11
2020-11-25,5990,68014,130799,11
2020-11-26,6099,68429,130799,11
2020-11-27,6111,68717,130799,11
